ticker,setup,entry_date,entry_price,exit_date,exit_price,direction,return_pct,r_multiple,is_win,stop_price,target_price,exit_reason
AAPL,MACD_Cross_Long,2025-09-03 00:00:00-04:00,238.47000122070312,2025-09-10 00:00:00-04:00,230.13428606305803,1,-0.03495498433754954,-1.0,False,230.13428606305803,255.1414315359933,STOP
AAPL,Trend_Following_Long,2025-09-05 00:00:00-04:00,239.69000244140625,2025-09-10 00:00:00-04:00,229.8453587123326,1,-0.041072400303722466,-1.0,False,229.8453587123326,269.2239336286272,STOP
AAPL,Trend_Following_Long,2025-09-08 00:00:00-04:00,237.8800048828125,2025-09-10 00:00:00-04:00,227.89250346592493,1,-0.041985459945688745,-1.0,False,227.89250346592493,267.8425091334752,STOP
AAPL,Trend_Following_Long,2025-09-09 00:00:00-04:00,234.35000610351562,2025-10-08 00:00:00-04:00,258.05999755859375,1,0.10117341940501207,2.295969443380224,True,224.0232173374721,265.33037240164623,TIME
AAPL,Trend_Following_Long,2025-09-12 00:00:00-04:00,234.07000732421875,2025-10-13 00:00:00-04:00,247.66000366210938,1,0.058059537371939474,1.1928520007902041,True,222.6771469116211,268.2485885620117,TIME
AAPL,Trend_Following_Long,2025-09-15 00:00:00-04:00,236.6999969482422,2025-10-14 00:00:00-04:00,247.77000427246094,1,0.04676809238252489,0.9559296095773903,True,225.11963871547155,271.4410716465541,TIME
AAPL,Trend_Following_Long,2025-09-16 00:00:00-04:00,238.14999389648438,2025-10-15 00:00:00-04:00,249.33999633789062,1,0.0469872044013999,0.9648039509811088,True,226.55178015572685,272.944635118757,TIME
AAPL,Trend_Following_Long,2025-09-17 00:00:00-04:00,238.99000549316406,2025-10-16 00:00:00-04:00,247.4499969482422,1,0.03539893410028023,0.7324667027926546,True,227.4400040762765,273.64000974382674,TIME
AAPL,Trend_Following_Long,2025-09-18 00:00:00-04:00,237.8800048828125,2025-10-17 00:00:00-04:00,252.2899932861328,1,0.060576711398753945,1.2384274174852221,True,226.2442899431501,272.78714970179965,TIME
AAPL,MACD_Cross_Long,2025-09-19 00:00:00-04:00,245.5,2025-10-20 00:00:00-04:00,262.239990234375,1,0.0681873329302444,1.6372774155612368,True,235.27571541922433,265.94856916155135,TIME
AAPL,Trend_Following_Long,2025-09-19 00:00:00-04:00,245.5,2025-10-20 00:00:00-04:00,262.239990234375,1,0.0681873329302444,1.3098219324489888,True,232.7196442740304,283.84106717790877,TIME
AAPL,Mean_Reversion_Short,2025-09-22 00:00:00-04:00,256.0799865722656,2025-10-21 00:00:00-04:00,262.7699890136719,-1,-0.02612465945095766,-0.6039465041161743,False,267.1571306501116,235.7870002746582,TIME
